  -452,   185,   628
   384,   614,   771
  1845,   614,   834
   922,   518,   858
   420,   453,   468
  -755,   -78,   358
  -830,   -36,   570
   -93,   400,   840
  1582,   904,   640
  1163,   620,   962
   654,   563,   600
  -317,   184,   442
 -1018,  -124,   423
  -352,   174,   700
   417,   573,   728
  1668,   660,   870
   858,   499,   885
    59,   353,   485
 -1075,   -81,   357
  -353,   170,   702
   984,   636,   830
  1193,   562,  1130
   631,   544,   684
  -517,   136,   299
  -953,  -170,   409
  -154,   254,   731
  1302,   725,   587
  1197,   581,  1020
   749,   565,   700
  -520,   152,   412
 -1107,  -210,   477
  -251,   251,   725
   977,   754,   613
  1452,   545,   925
   912,   529,   775
   -83,   319,   427
 -1177,  -202,   360
  -472,   141,   555
   442,   554,   725
  1930,   730,  1023
   890,   521,   939
   132,   398,   435
 -1285,  -225,   197
  -567,    23,   572
   287,   573,   742
  2024,   682,  1101
   951,   518,   980
   265,   441,   465
 -1157,  -122,   219
  -783,    44,   543
    45,   365,   797
  1634,   794,   817
  1170,   570,   967
   527,   563,   596
  -809,   -82,   405
  -888,   -35,   494
   -93,   297,   715
  1436,   807,   745
  1112,   526,  1081
   541,   585,   594
  -710,    42,   334
 -1024,  -117,   448
  -154,   315,   702
  1437,   837,   692
  1288,   647,  1065
   776,   577,   678
  -406,   144,   411
 -1065,  -181,   492
  -281,   255,   647
   859,   725,   676
  1479,   605,   783
   983,   594,   799
   325,   376,   519
  -994,  -102,   452
  -661,    78,   560
   352,   508,   580
  1774,   665,  1001
  1061,   594,   963
    91,   389,   425
 -1271,  -236,   128
  -613,    11,   544
   346,   485,   708
  1798,   640,   853
  1084,   502,   974
   432,   489,   468
 -1358,  -164,   116
  -896,     5,   522
   -94,   327,   766
  1034,   724,   631
  1324,   525,   958
   871,   511,   798
    34,   348,   490
 -1184,  -156,   278
  -637,    11,   501
   112,   493,   828
  1629,   702,   826
  1062,   502,  1104
   607,   540,   545
  -592,    78,   271
 -1085,  -155,   475
  -228,   222,   617
  1060,   776,   562
  1392,   559,  1081
   897,   570,   735
   -96,   252,   337
